date,precip_mm,region,region_name,regime,dry_spell,roll30_mm,month,year,dry_bin,roll30_mean,roll30_sd,drought_z,drought_severity,success_0.1mm_1d,success_0.1mm_3d,success_0.1mm_7d,success_0.1mm_14d,success_1mm_1d,success_1mm_3d,success_1mm_7d,success_1mm_14d,success_5mm_1d,success_5mm_3d,success_5mm_7d,success_5mm_14d,success_1mm_1d_mean,success_1mm_3d_mean,success_1mm_7d_mean,success_1mm_14d_mean,previous_dry_spell,previous_drought,rule,observer_mean_before,perceived_delta_before,scenario_wtp
2011-01-08,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,8,31.70000000000001,1,2011,6–9,30.94554621848741,34.211305053009895,0.02205276239370535,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.3625,0.55,0.8,7.0,0.0,random drought day,0.5,0.0790682373051872,4.581364746103744
2011-01-10,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,7,5.1000000000000005,1,2011,6–9,13.84655462184874,12.698939511184065,-0.6887626021169386,0.6887626021169386,0,0,0,0,0,0,0,0,0,0,0,0,0.1271186440677966,0.2796610169491525,0.3389830508474576,0.5677966101694916,6.0,0.7438853152681827,dry-spell threshold,0.5,0.0,2.8384166851498707
2011-01-10,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,7,5.1000000000000005,1,2011,6–9,13.84655462184874,12.698939511184065,-0.6887626021169386,0.6887626021169386,0,0,0,0,0,0,0,0,0,0,0,0,0.1271186440677966,0.2796610169491525,0.3389830508474576,0.5677966101694916,6.0,0.7438853152681827,random drought day,0.3333333333333333,0.0,2.8384166851498707
2011-01-16,0.9,london,"London, United Kingdom",temperate maritime,2,55.5,1,2011,0–2,54.43781512605042,29.21881165985792,0.036352774586273104,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.37755102040816324,0.6938775510204082,0.8596938775510204,0.9693877551020408,1.0,0.0,season-matched placebo,0.5,0.0,3.0
2011-01-18,0.0,tokyo,"Tokyo, Japan",humid subtropical,2,37.50000000000005,1,2011,0–2,56.298487394958,37.50707562065987,-0.5011984294665527,0.5011984294665527,0,0,1,1,0,0,1,1,0,0,0,0,0.23102310231023102,0.504950495049505,0.7491749174917491,0.9372937293729373,1.0,0.5011984294665527,random drought day,0.5,0.0,2.912214260271706
2011-01-20,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,17,4.5,1,2011,10–19,13.84655462184874,12.698939511184065,-0.7360106419608622,0.7360106419608622,0,0,0,1,0,0,0,0,0,0,0,0,0.05027932960893855,0.12849162011173185,0.30726256983240224,0.6145251396648045,16.0,0.7045119487315797,random drought day,0.25,0.0,2.8168871261464563
2011-01-21,0.0,tokyo,"Tokyo, Japan",humid subtropical,5,4.200000000000043,1,2011,3–5,56.298487394958,37.50707562065987,-1.389030910377368,1.389030910377368,0,1,1,1,0,1,1,1,0,0,0,0,0.22758620689655173,0.4482758620689655,0.7103448275862069,0.9586206896551724,4.0,0.5038645930728914,30-day deficit threshold,0.5,0.0,2.435996576423081
2011-01-22,3.2,brasilia,"Brasília, Brazil",tropical savanna,1,296.8,1,2011,0–2,238.4326050420168,65.85281015382101,0.8863311196841389,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.8050089445438283,0.9159212880143113,0.9838998211091234,0.9964221824686941,0.0,0.0,season-matched placebo,0.5,0.0,3.0
2011-01-22,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,19,4.5,1,2011,10–19,13.84655462184874,12.698939511184065,-0.7360106419608622,0.7360106419608622,0,0,0,1,0,0,0,0,0,0,0,0,0.05027932960893855,0.12849162011173185,0.30726256983240224,0.6145251396648045,18.0,0.7360106419608622,random drought day,0.2,0.0,2.8168871261464563
2011-01-23,3.3,tokyo,"Tokyo, Japan",humid subtropical,7,4.200000000000043,1,2011,6–9,56.298487394958,37.50707562065987,-1.389030910377368,1.389030910377368,1,1,1,1,0,0,0,1,0,0,0,0,0.21568627450980393,0.46078431372549017,0.7941176470588235,0.9803921568627451,6.0,1.389030910377368,dry-spell threshold,0.5,0.0,2.435996576423081
2011-01-25,0.0,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,0,10.5,1,2011,0–2,38.80621848739496,39.3988033067764,-0.7184537628463052,0.7184537628463052,0,0,1,1,0,0,1,1,0,0,0,0,0.3453815261044177,0.5220883534136547,0.678714859437751,0.8112449799196787,26.0,0.7641404296718026,random drought day,0.3333333333333333,0.0,2.825015444011977
2011-01-31,0.0,brasilia,"Brasília, Brazil",tropical savanna,1,200.60000000000002,1,2011,0–2,238.4326050420168,65.85281015382101,-0.5745025148303652,0.5745025148303652,0,1,1,1,0,1,1,1,0,1,1,1,0.8050089445438283,0.9159212880143113,0.9838998211091234,0.9964221824686941,0.0,0.0,high prospective hazard,0.5,0.0,2.8857075784695883
2011-01-31,0.0,tokyo,"Tokyo, Japan",humid subtropical,7,7.3000000000000425,1,2011,6–9,56.298487394958,37.50707562065987,-1.3063798385808656,1.3063798385808656,0,0,1,1,0,0,1,1,0,0,0,1,0.21568627450980393,0.46078431372549017,0.7941176470588235,0.9803921568627451,6.0,1.3090460021872043,dry-spell threshold,0.3333333333333333,0.0,2.4900493603680016
2011-02-01,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,29,3.4000000000000004,2,2011,20+,11.802123893805309,12.848555776895664,-0.6539352779955276,0.6539352779955276,0,1,1,1,0,0,0,1,0,0,0,1,0.07692307692307693,0.21153846153846154,0.48717948717948717,0.7756410256410257,28.0,0.7675093351901445,random drought day,0.16666666666666666,0.0,2.8535670339839485
2011-02-01,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,0,1.3000000000000071,2,2011,0–2,30.121769911504437,27.801130207843915,-1.0367121658734775,1.0367121658734775,0,0,0,0,0,0,0,0,0,0,0,0,0.22099447513812154,0.43646408839779005,0.6077348066298343,0.856353591160221,31.0,0.904541530074277,30-day deficit threshold,0.5,0.0790682373051872,4.784061654180448
2011-02-01,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,0,1.3000000000000071,2,2011,0–2,30.121769911504437,27.801130207843915,-1.0367121658734775,1.0367121658734775,0,0,0,0,0,0,0,0,0,0,0,0,0.22099447513812154,0.43646408839779005,0.6077348066298343,0.856353591160221,31.0,0.904541530074277,high prospective hazard,0.5,0.0790682373051872,4.784061654180448
2011-02-02,0.0,brasilia,"Brasília, Brazil",tropical savanna,3,161.40000000000003,2,2011,3–5,233.41380530973456,101.62431886591932,-0.7086276800019472,0.7086276800019472,1,1,1,1,1,1,1,1,1,1,1,1,0.5208333333333334,0.8541666666666666,1.0,1.0,2.0,0.4754157848130683,high prospective hazard,0.6666666666666666,0.05427236289814086,4.215987647105068
2011-02-02,0.0,london,"London, United Kingdom",temperate maritime,7,74.10000000000001,2,2011,6–9,45.498407079646014,27.221080971026016,1.0507148099958774,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0.0847457627118644,0.2542372881355932,0.6779661016949152,0.9830508474576272,6.0,0.0,dry-spell threshold,0.6666666666666666,0.0,3.0
2011-02-04,0.5,brasilia,"Brasília, Brazil",tropical savanna,0,135.60000000000002,2,2011,0–2,233.41380530973456,101.62431886591932,-0.9625039203341448,0.9625039203341448,0,1,1,1,0,1,1,1,0,0,1,1,0.7727272727272727,0.8992094861660079,0.9960474308300395,1.0,4.0,0.9103510492581506,random drought day,0.5,0.0,2.6998577443898064
2011-02-05,0.0,brasilia,"Brasília, Brazil",tropical savanna,1,129.20000000000002,2,2011,0–2,233.41380530973456,101.62431886591932,-1.0254809721994962,1.0254809721994962,0,1,1,1,0,1,1,1,0,1,1,1,0.7727272727272727,0.8992094861660079,0.9960474308300395,1.0,0.0,0.9625039203341448,30-day deficit threshold,0.5,0.0,2.6638409898277846
2011-02-07,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,6,1.3000000000000071,2,2011,6–9,30.121769911504437,27.801130207843915,-1.0367121658734775,1.0367121658734775,0,0,0,1,0,0,0,1,0,0,0,0,0.17582417582417584,0.3626373626373626,0.6153846153846154,0.8351648351648352,5.0,1.0367121658734775,high prospective hazard,0.3333333333333333,0.0,2.6572831413974054
2011-02-08,0.0,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,7,4.3999999999999995,2,2011,6–9,32.5141592920354,40.980944947675,-0.6860300397643814,0.6860300397643814,0,0,1,1,0,0,1,1,0,0,1,1,0.11827956989247312,0.27956989247311825,0.5268817204301075,0.7849462365591398,6.0,0.6762694058768337,dry-spell threshold,0.3333333333333333,0.0,2.8396278544376763
2011-02-08,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,7,1.3000000000000071,2,2011,6–9,30.121769911504437,27.801130207843915,-1.0367121658734775,1.0367121658734775,0,0,0,1,0,0,0,1,0,0,0,0,0.17582417582417584,0.3626373626373626,0.6153846153846154,0.8351648351648352,6.0,1.0367121658734775,dry-spell threshold,0.3333333333333333,0.0,2.6572831413974054
2011-02-11,10.2,brasilia,"Brasília, Brazil",tropical savanna,0,114.10000000000002,2,2011,0–2,233.41380530973456,101.62431886591932,-1.1740674539443092,1.1740674539443092,1,1,1,1,1,1,1,1,1,1,1,1,0.7727272727272727,0.8992094861660079,0.9960474308300395,1.0,0.0,1.1228985993037115,random drought day,0.6666666666666666,0.05427236289814086,4.052335907941028
2011-02-12,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,1,20.2,2,2011,0–2,11.802123893805309,12.848555776895664,0.6536046737093824,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.06140350877192982,0.15789473684210525,0.42105263157894735,0.6578947368421053,0.0,0.0,season-matched placebo,0.5,0.0,3.0
2011-02-13,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,12,1.3000000000000071,2,2011,10–19,30.121769911504437,27.801130207843915,-1.0367121658734775,1.0367121658734775,0,0,1,1,0,0,1,1,0,0,0,1,0.1509433962264151,0.3490566037735849,0.6037735849056604,0.8207547169811321,11.0,1.0367121658734775,random drought day,0.3333333333333333,0.0,2.6572831413974054
2011-02-14,0.5,london,"London, United Kingdom",temperate maritime,0,47.2,2,2011,0–2,45.498407079646014,27.221080971026016,0.06251011567707966,0.0,1,1,1,1,1,1,1,1,0,0,1,1,0.39143730886850153,0.6972477064220184,0.8746177370030581,0.944954128440367,0.0,0.1395391712654254,season-matched placebo,0.6666666666666666,0.0,3.0
2011-02-17,2.2,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,0,88.0,2,2011,0–2,32.5141592920354,40.980944947675,1.353942442733071,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0.2847682119205298,0.3973509933774834,0.6158940397350994,0.7814569536423841,0.0,0.0,season-matched placebo,0.5,0.0,3.0
2011-02-18,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,7,20.2,2,2011,6–9,11.802123893805309,12.848555776895664,0.6536046737093824,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0.06329113924050633,0.17721518987341772,0.35443037974683544,0.5063291139240507,6.0,0.0,dry-spell threshold,0.3333333333333333,0.0,3.0
2011-02-18,0.0,london,"London, United Kingdom",temperate maritime,2,21.900000000000002,2,2011,0–2,45.498407079646014,27.221080971026016,-0.8669166042584436,0.8669166042584436,1,1,1,1,1,1,1,1,1,1,1,1,0.39143730886850153,0.6972477064220184,0.8746177370030581,0.944954128440367,1.0,0.4517971601765696,high prospective hazard,0.6666666666666666,0.0,2.7518256973060358
2011-02-18,0.0,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,0,90.2,2,2011,0–2,32.5141592920354,40.980944947675,1.4076259291145832,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0.2847682119205298,0.3973509933774834,0.6158940397350994,0.7814569536423841,0.0,0.0,season-matched placebo,0.3333333333333333,0.0,3.0
2011-02-20,0.0,london,"London, United Kingdom",temperate maritime,0,27.3,2,2011,0–2,45.498407079646014,27.221080971026016,-0.6685409407148933,0.6685409407148933,1,1,1,1,1,1,1,1,0,1,1,1,0.39143730886850153,0.6972477064220184,0.8746177370030581,0.944954128440367,3.0,0.8669166042584436,high prospective hazard,0.75,0.0,2.8472895034156918
2011-02-20,0.0,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,2,90.39999999999999,2,2011,0–2,32.5141592920354,40.980944947675,1.4125062460583566,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0.2847682119205298,0.3973509933774834,0.6158940397350994,0.7814569536423841,1.0,0.0,season-matched placebo,0.25,0.0,3.0
2011-02-22,4.5,brasilia,"Brasília, Brazil",tropical savanna,0,161.10000000000002,2,2011,0–2,233.41380530973456,101.62431886591932,-0.7115797293081356,0.7115797293081356,1,1,1,1,1,1,1,1,1,1,1,1,0.7727272727272727,0.8992094861660079,0.9960474308300395,1.0,2.0,0.8001412084937859,random drought day,0.75,0.13760569623147423,6.345713205482581
2011-02-25,0.0,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,7,88.60000000000001,2,2011,6–9,32.5141592920354,40.980944947675,1.3685833935643927,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0.11827956989247312,0.27956989247311825,0.5268817204301075,0.7849462365591398,6.0,0.0,dry-spell threshold,0.5,0.0,3.0
2011-02-25,0.0,tokyo,"Tokyo, Japan",humid subtropical,0,82.50000000000006,2,2011,0–2,65.73982300884958,35.926938123744165,0.4665072468303011,0.0,0,1,1,1,0,1,1,1,0,1,1,1,0.2696245733788396,0.5358361774744027,0.8805460750853242,1.0,3.0,0.0,season-matched placebo,0.5,0.0,3.0
2011-02-27,9.4,tucson,"Tucson, United States",hot semi-arid / monsoonal,6,3.600000000000007,2,2011,6–9,30.121769911504437,27.801130207843915,-0.9539817163268232,0.9539817163268232,0,0,0,0,0,0,0,0,0,0,0,0,0.17582417582417584,0.3626373626373626,0.6153846153846154,0.8351648351648352,5.0,0.9539817163268232,high prospective hazard,0.25,0.0,2.7046282669144475
2011-02-28,0.6,london,"London, United Kingdom",temperate maritime,0,39.1,2,2011,0–2,45.498407079646014,27.221080971026016,-0.23505337963824605,0.23505337963824605,0,0,0,1,0,0,0,0,0,0,0,0,0.39143730886850153,0.6972477064220184,0.8746177370030581,0.944954128440367,0.0,0.28281048382465646,season-matched placebo,0.75,0.0,2.980240969726574
2011-03-01,0.0,london,"London, United Kingdom",temperate maritime,1,39.7,3,2011,0–2,43.66516129032258,22.75797034071517,-0.17423176280481836,0.17423176280481836,0,0,0,1,0,0,0,0,0,0,0,0,0.4197860962566845,0.6764705882352942,0.8181818181818182,0.9278074866310161,0.0,0.23505337963824605,season-matched placebo,0.6,0.0,2.9891112510065305
2011-03-07,0.0,london,"London, United Kingdom",temperate maritime,7,39.0,3,2011,6–9,43.66516129032258,22.75797034071517,-0.2049902175140974,0.2049902175140974,0,0,1,1,0,0,0,1,0,0,0,1,0.1643835616438356,0.4246575342465753,0.7123287671232876,0.8767123287671232,6.0,0.2049902175140974,dry-spell threshold,0.5,0.0,2.984948342126957
2011-03-07,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,7,11.700000000000006,3,2011,6–9,26.86919354838711,20.47341795216967,-0.7409214027587195,0.7409214027587195,0,0,0,0,0,0,0,0,0,0,0,0,0.12149532710280374,0.2336448598130841,0.411214953271028,0.5514018691588785,6.0,0.7409214027587195,dry-spell threshold,0.25,0.0,2.8145869907255463
2011-03-13,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,30,1.0,3,2011,20+,11.060483870967742,9.490236616741582,-1.0600877804479811,1.0600877804479811,0,1,1,1,0,0,0,0,0,0,0,0,0.11510791366906475,0.2805755395683453,0.5467625899280576,0.6834532374100719,29.0,0.0,30-day deficit threshold,0.5,0.0,2.6435110786400253
2011-03-15,0.4,tokyo,"Tokyo, Japan",humid subtropical,7,124.20000000000003,3,2011,6–9,86.56790322580649,40.11320514013068,0.9381473418224825,0.0,1,1,1,1,1,1,1,1,0,0,1,1,0.5757575757575758,0.8484848484848485,0.9696969696969697,1.0,6.0,0.0,dry-spell threshold,0.5,0.0,3.0
2011-03-18,5.3,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,0,16.3,3,2011,0–2,34.05548387096774,29.879996154646307,-0.5942264443098592,0.5942264443098592,1,1,1,1,1,1,1,1,1,1,1,1,0.42948717948717946,0.6538461538461539,0.8653846153846154,0.9711538461538461,3.0,0.0,high prospective hazard,0.5,0.0,2.8780495350894935
2011-03-19,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,19,11.700000000000006,3,2011,10–19,26.86919354838711,20.47341795216967,-0.7409214027587195,0.7409214027587195,0,1,1,1,0,1,1,1,0,0,0,0,0.09554140127388536,0.1910828025477707,0.3248407643312102,0.5732484076433121,18.0,0.7409214027587195,random drought day,0.5,0.0790682373051872,4.847842980739984
2011-03-21,0.0,mumbai,"Mumbai, India",tropical monsoon,116,0.0,3,2011,20+,0.5800000000000001,1.3832788656060317,-0.41929361780995245,0.41929361780995245,0,0,0,0,0,0,0,0,0,0,0,0,0.0017301038062283738,0.00865051903114187,0.02249134948096886,0.03633217993079585,115.0,0.41929361780995245,random drought day,0.5,0.17147230973461297,7.000725347306359
2011-03-21,0.3,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,0,39.2,3,2011,0–2,34.05548387096774,29.879996154646307,0.17217258337003818,0.0,1,1,1,1,0,0,0,1,0,0,0,0,0.42948717948717946,0.6538461538461539,0.8653846153846154,0.9711538461538461,0.0,0.20935357014746547,season-matched placebo,0.2,0.0,3.0
2011-03-22,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,39,1.2000000000000002,3,2011,20+,11.060483870967742,9.490236616741582,-1.0390134903036043,1.0390134903036043,1,1,1,1,0,0,0,1,0,0,0,1,0.11510791366906475,0.2805755395683453,0.5467625899280576,0.6834532374100719,38.0,1.0390134903036043,random drought day,0.14285714285714285,0.0,2.655934603977326
2011-03-24,0.0,london,"London, United Kingdom",temperate maritime,5,20.099999999999998,3,2011,3–5,43.66516129032258,22.75797034071517,-1.0354684946646278,1.0354684946646278,0,0,1,1,0,0,1,1,0,0,0,0,0.24299065420560748,0.4205607476635514,0.6635514018691588,0.8598130841121495,4.0,0.9783456502045383,30-day deficit threshold,0.6666666666666666,0.0,2.6580112360353016
2011-03-26,0.0,london,"London, United Kingdom",temperate maritime,7,13.5,3,2011,6–9,43.66516129032258,22.75797034071517,-1.3254767819235431,1.3254767819235431,0,1,1,1,0,1,1,1,0,0,0,0,0.1643835616438356,0.4246575342465753,0.7123287671232876,0.8767123287671232,6.0,1.079409144249312,dry-spell threshold,0.4,0.0,2.477646172586967
2011-03-26,0.0,tokyo,"Tokyo, Japan",humid subtropical,1,100.80000000000004,3,2011,0–2,86.56790322580649,40.11320514013068,0.35479829458841355,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0.3674832962138085,0.7060133630289532,0.9732739420935412,1.0,0.0,0.0,season-matched placebo,0.6666666666666666,0.0,3.0
2011-03-28,0.5,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,7,40.7,3,2011,6–9,34.05548387096774,29.879996154646307,0.2223733930433939,0.0,1,1,1,1,0,1,1,1,0,0,0,0,0.296875,0.546875,0.765625,0.9375,6.0,0.0,dry-spell threshold,0.4,0.0,3.0
2011-03-30,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,7,1.1000000000000072,3,2011,6–9,26.86919354838711,20.47341795216967,-1.258665925181106,1.258665925181106,0,0,1,1,0,0,0,1,0,0,0,1,0.12149532710280374,0.2336448598130841,0.411214953271028,0.5514018691588785,6.0,0.7995339902027633,30-day deficit threshold,0.3333333333333333,0.0,2.520777954803609
2011-03-30,0.0,tucson,"Tucson, United States",hot semi-arid / monsoonal,7,1.1000000000000072,3,2011,6–9,26.86919354838711,20.47341795216967,-1.258665925181106,1.258665925181106,0,0,1,1,0,0,0,1,0,0,0,1,0.12149532710280374,0.2336448598130841,0.411214953271028,0.5514018691588785,6.0,0.7995339902027633,dry-spell threshold,0.2,0.0,2.520777954803609
2011-04-01,0.0,london,"London, United Kingdom",temperate maritime,0,9.9,4,2011,0–2,46.335166666666666,27.704570357072942,-1.3151319871439484,1.3151319871439484,0,0,1,1,0,0,1,1,0,0,0,0,0.4583333333333333,0.6861111111111111,0.8694444444444445,0.9583333333333334,1.0,1.5451800298469638,high prospective hazard,0.8,0.008635384785351197,2.7214426379820513
2011-04-01,1.3,nairobi,"Nairobi, Kenya",subtropical highland / bimodal rainfall,0,44.4,4,2011,0–2,73.29916666666666,43.25617656077162,-0.6680934138056688,0.6680934138056688,1,1,1,1,1,1,1,1,0,0,0,0,0.650390625,0.88671875,0.9765625,0.9921875,0.0,0.0,high prospective hazard,0.6666666666666666,0.03834771873261478,3.818620549474486
2011-04-01,0.0,tokyo,"Tokyo, Japan",humid subtropical,7,62.90000000000004,4,2011,6–9,116.1426666666667,43.41530714367366,-1.2263570194372104,1.2263570194372104,0,0,1,1,0,0,1,1,0,0,0,1,0.4642857142857143,0.75,1.0,1.0,6.0,0.4479298815200065,30-day deficit threshold,0.6666666666666666,0.0,2.541351635551223
2011-04-01,0.0,tokyo,"Tokyo, Japan",humid subtropical,7,62.90000000000004,4,2011,6–9,116.1426666666667,43.41530714367366,-1.2263570194372104,1.2263570194372104,0,0,1,1,0,0,1,1,0,0,0,1,0.4642857142857143,0.75,1.0,1.0,6.0,0.4479298815200065,dry-spell threshold,0.6,0.0,2.541351635551223
2011-04-01,0.0,tokyo,"Tokyo, Japan",humid subtropical,7,62.90000000000004,4,2011,6–9,116.1426666666667,43.41530714367366,-1.2263570194372104,1.2263570194372104,0,0,1,1,0,0,1,1,0,0,0,1,0.4642857142857143,0.75,1.0,1.0,6.0,0.4479298815200065,high prospective hazard,0.5,0.0,2.541351635551223
2011-04-03,0.0,tokyo,"Tokyo, Japan",humid subtropical,9,62.200000000000045,4,2011,6–9,116.1426666666667,43.41530714367366,-1.2424803650047886,1.2424803650047886,0,0,1,1,0,0,1,1,0,0,1,1,0.4642857142857143,0.75,1.0,1.0,8.0,1.240177029923706,random drought day,0.6666666666666666,0.0,2.531109668790143
2011-04-06,0.0,london,"London, United Kingdom",temperate maritime,0,11.3,4,2011,0–2,46.335166666666666,27.704570357072942,-1.2645988086121767,1.2645988086121767,0,0,0,1,0,0,0,0,0,0,0,0,0.4583333333333333,0.6861111111111111,0.8694444444444445,0.9583333333333334,4.0,1.3151319871439484,high prospective hazard,0.8333333333333334,0.04196871811868452,3.6664914349970075
2011-04-07,0.0,cape_town,"Cape Town, South Africa",Mediterranean winter-rainfall,7,14.600000000000001,4,2011,6–9,24.096833333333333,28.520224613284682,-0.3329859235719244,0.3329859235719244,0,0,1,1,0,0,1,1,0,0,0,0,0.08928571428571429,0.3125,0.7857142857142857,0.9464285714285714,6.0,0.3329859235719244,dry-spell threshold,0.25,0.0,2.960607474311603
2011-04-08,0.9,brasilia,"Brasília, Brazil",tropical savanna,0,184.0,4,2011,0–2,161.05316666666667,70.38656954224601,0.32601153149764805,0.0,1,1,1,1,1,1,1,1,0,1,1,1,0.5721649484536082,0.7139175257731959,0.8195876288659794,0.865979381443299,0.0,0.0,season-matched placebo,0.6666666666666666,0.05427236289814086,4.085447257962818
