region,month,dry_bin,success_1mm_1d_mean,success_1mm_1d_count,success_1mm_3d_mean,success_1mm_3d_count,success_1mm_7d_mean,success_1mm_7d_count,success_1mm_14d_mean,success_1mm_14d_count,success_1mm_3d_x,success_1mm_7d_x,success_1mm_14d_x,success_1mm_1d_x,success_1mm_7d_y,success_1mm_14d_y,success_1mm_1d_y,success_1mm_3d_y,success_1mm_14d,success_1mm_1d,success_1mm_3d,success_1mm_7d
brasilia,1,0–2,0.8050089445438283,559,0.9159212880143113,559,0.9838998211091234,559,0.9964221824686941,559,0.9032258064516129,0.9774193548387097,0.9967741935483871,0.7709677419354839,0.9774193548387097,0.9967741935483871,0.7709677419354839,0.9032258064516129,0.9967741935483871,0.7709677419354839,0.9032258064516129,0.9774193548387097
brasilia,1,10–19,0.7709677419354839,6,0.9032258064516129,6,0.9774193548387097,6,0.9967741935483871,6,0.9032258064516129,0.9774193548387097,0.9967741935483871,0.7709677419354839,0.9774193548387097,0.9967741935483871,0.7709677419354839,0.9032258064516129,0.9967741935483871,0.7709677419354839,0.9032258064516129,0.9774193548387097
brasilia,1,3–5,0.4883720930232558,43,0.8372093023255814,43,0.9302325581395349,43,1.0,43,0.9032258064516129,0.9774193548387097,0.9967741935483871,0.7709677419354839,0.9774193548387097,0.9967741935483871,0.7709677419354839,0.9032258064516129,0.9967741935483871,0.7709677419354839,0.9032258064516129,0.9774193548387097
brasilia,1,6–9,0.7709677419354839,12,0.9032258064516129,12,0.9774193548387097,12,0.9967741935483871,12,0.9032258064516129,0.9774193548387097,0.9967741935483871,0.7709677419354839,0.9774193548387097,0.9967741935483871,0.7709677419354839,0.9032258064516129,0.9967741935483871,0.7709677419354839,0.9032258064516129,0.9774193548387097
brasilia,2,0–2,0.7727272727272727,506,0.8992094861660079,506,0.9960474308300395,506,1.0,506,0.8973451327433628,0.9964601769911504,1.0,0.7539823008849558,0.9964601769911504,1.0,0.7539823008849558,0.8973451327433628,1.0,0.7539823008849558,0.8973451327433628,0.9964601769911504
brasilia,2,3–5,0.5208333333333334,48,0.8541666666666666,48,1.0,48,1.0,48,0.8973451327433628,0.9964601769911504,1.0,0.7539823008849558,0.9964601769911504,1.0,0.7539823008849558,0.8973451327433628,1.0,0.7539823008849558,0.8973451327433628,0.9964601769911504
brasilia,2,6–9,0.7539823008849558,11,0.8973451327433628,11,0.9964601769911504,11,1.0,11,0.8973451327433628,0.9964601769911504,1.0,0.7539823008849558,0.9964601769911504,1.0,0.7539823008849558,0.8973451327433628,1.0,0.7539823008849558,0.8973451327433628,0.9964601769911504
brasilia,3,0–2,0.7554744525547445,548,0.8886861313868614,548,0.968978102189781,548,0.9927007299270073,548,0.8725806451612903,0.9596774193548387,0.9935483870967742,0.7241935483870968,0.9596774193548387,0.9935483870967742,0.7241935483870968,0.8725806451612903,0.9935483870967742,0.7241935483870968,0.8725806451612903,0.9596774193548387
brasilia,3,10–19,0.7241935483870968,2,0.8725806451612903,2,0.9596774193548387,2,0.9935483870967742,2,0.8725806451612903,0.9596774193548387,0.9935483870967742,0.7241935483870968,0.9596774193548387,0.9935483870967742,0.7241935483870968,0.8725806451612903,0.9935483870967742,0.7241935483870968,0.8725806451612903,0.9596774193548387
brasilia,3,3–5,0.5344827586206896,58,0.8103448275862069,58,0.9137931034482759,58,1.0,58,0.8725806451612903,0.9596774193548387,0.9935483870967742,0.7241935483870968,0.9596774193548387,0.9935483870967742,0.7241935483870968,0.8725806451612903,0.9935483870967742,0.7241935483870968,0.8725806451612903,0.9596774193548387
