term,coefficient,cluster_standard_error,ci_low,ci_high,p_value,clusters,region_rule_clusters,n
scenario_wtp,0.03604081949774515,0.03820995049490947,-0.038849307323335816,0.11093094631882612,0.34556263067046833,80,40,2595
success_1mm_7d_mean,4.233530942468573,0.386287481728453,3.4764213906021313,4.9906404943350156,5.980626528707299e-28,80,40,2595
drought_severity,-0.06733466138028442,0.12392082598260448,-0.31021501724064454,0.17554569448007573,0.5868761758514585,80,40,2595
