model,outcome,mean,sd,ci_low,ci_high,n
M0_random_timing,events,24.3618,4.75187950140569,15.0,34.0,10000
M0_random_timing,apparent_success,0.6345240240024738,0.19102168202765,0.26666666666666666,0.96,10000
M0_random_timing,mean_price,3.0,0.0,3.0,3.0,10000
M0_random_timing,price_success_difference,0.0,0.0,0.0,0.0,9866
M0_random_timing,provider_price_dispersion,0.0,0.0,0.0,0.0,10000
M0_random_timing,reputation_dispersion,0.0,0.0,0.0,0.0,10000
M0_random_timing,provider_revenue,73.0854,14.25563850421707,45.0,102.0,10000
M0_random_timing,community_expenditure,73.0854,14.25563850421707,45.0,102.0,10000
M0_random_timing,provider_resource_cost,12.1809,2.375939750702845,7.5,17.0,10000
M0_random_timing,provider_profit,60.9045,11.879698753514225,37.5,85.0,10000
M0_random_timing,community_material_social_utility,0.0,0.0,0.0,0.0,10000
M0_random_timing,total_social_surplus,60.9045,11.879698753514225,37.5,85.0,10000
M0_random_timing,provider_revenue_dispersion,5.860503704294441,2.491787457313401,1.5,11.224972160321824,10000
M1_drought_demand,events,68.9524,43.705218782828275,17.0,166.0,10000
M1_drought_demand,apparent_success,0.6338581768743975,0.1768703205017548,0.3333333333333333,0.9565217391304348,10000
M1_drought_demand,mean_price,3.0,0.0,3.0,3.0,10000
M1_drought_demand,price_success_difference,0.0,0.0,0.0,0.0,9860
M1_drought_demand,provider_price_dispersion,0.0,0.0,0.0,0.0,10000
M1_drought_demand,reputation_dispersion,0.0,0.0,0.0,0.0,10000
M1_drought_demand,provider_revenue,206.8572,131.1156563484848,51.0,498.0,10000
M1_drought_demand,community_expenditure,206.8572,131.1156563484848,51.0,498.0,10000
M1_drought_demand,provider_resource_cost,34.4762,21.852609391414138,8.5,83.0,10000
M1_drought_demand,provider_profit,172.381,109.2630469570707,42.5,415.0,10000
M1_drought_demand,community_material_social_utility,0.0,0.0,0.0,0.0,10000
M1_drought_demand,total_social_surplus,172.381,109.2630469570707,42.5,415.0,10000
M1_drought_demand,provider_revenue_dispersion,9.430097768254951,5.215528617027088,2.48746859276655,22.487496525847426,10000
M2_realistic_hazard,events,68.9777,43.65960396993863,17.0,166.0,10000
M2_realistic_hazard,apparent_success,0.4934326911269537,0.2813713682473743,0.08227848101265822,0.96,10000
M2_realistic_hazard,mean_price,3.0,0.0,3.0,3.0,10000
M2_realistic_hazard,price_success_difference,0.0,0.0,0.0,0.0,9826
M2_realistic_hazard,provider_price_dispersion,0.0,0.0,0.0,0.0,10000
M2_realistic_hazard,reputation_dispersion,0.0,0.0,0.0,0.0,10000
M2_realistic_hazard,provider_revenue,206.9331,130.9788119098159,51.0,498.0,10000
M2_realistic_hazard,community_expenditure,206.9331,130.9788119098159,51.0,498.0,10000
M2_realistic_hazard,provider_resource_cost,34.48885,21.829801984969315,8.5,83.0,10000
M2_realistic_hazard,provider_profit,172.44425,109.14900992484658,42.5,415.0,10000
M2_realistic_hazard,community_material_social_utility,0.0,0.0,0.0,0.0,10000
M2_realistic_hazard,total_social_surplus,172.44425,109.14900992484658,42.5,415.0,10000
M2_realistic_hazard,provider_revenue_dispersion,9.53729717508285,5.235163277072691,2.48746859276655,22.38721733489895,10000
M3_strategic_selection,events,16.9166,5.774615057119028,8.0,30.0,10000
M3_strategic_selection,apparent_success,0.6759514023183911,0.1923241431958884,0.2857142857142857,1.0,10000
M3_strategic_selection,mean_price,3.0,0.0,3.0,3.0,10000
M3_strategic_selection,price_success_difference,0.0,0.0,0.0,0.0,9514
M3_strategic_selection,provider_price_dispersion,0.0,0.0,0.0,0.0,9997
M3_strategic_selection,reputation_dispersion,0.0,0.0,0.0,0.0,10000
M3_strategic_selection,provider_revenue,50.7498,17.323845171357082,24.0,90.0,10000
M3_strategic_selection,community_expenditure,50.7498,17.323845171357082,24.0,90.0,10000
M3_strategic_selection,provider_resource_cost,8.4583,2.887307528559514,4.0,15.0,10000
M3_strategic_selection,provider_profit,42.2915,14.436537642797568,20.0,75.0,10000
M3_strategic_selection,community_material_social_utility,0.0,0.0,0.0,0.0,10000
M3_strategic_selection,total_social_surplus,42.2915,14.436537642797568,20.0,75.0,10000
M3_strategic_selection,provider_revenue_dispersion,5.523337838234466,2.526576732206205,1.5,11.299889379989523,10000
M4_bayesian_reputation,events,16.9456,5.751760505696624,7.0,30.0,10000
M4_bayesian_reputation,apparent_success,0.6737303882905649,0.19330819674380526,0.27586206896551724,1.0,9999
M4_bayesian_reputation,mean_price,3.567958443832158,1.2010189094880865,2.1420266731064115,6.1999785553426054,9999
M4_bayesian_reputation,price_success_difference,-2.4471697004493125,2.9867865765862445,-9.390503264721104,0.9335373672429654,9531
M4_bayesian_reputation,provider_price_dispersion,0.8871371958167442,0.7298997812512938,0.04314183227745629,2.6078327960749608,9999
M4_bayesian_reputation,reputation_dispersion,0.11673782922046241,0.05104046500486933,0.030929478706587105,0.22454868933438135,10000
M4_bayesian_reputation,provider_revenue,58.89077651685765,24.7029379086416,23.102048210293997,117.30865947983246,10000
M4_bayesian_reputation,community_expenditure,58.89077651685765,24.7029379086416,23.102048210293997,117.30865947983246,10000
M4_bayesian_reputation,provider_resource_cost,8.4728,2.875880252848312,3.5,15.0,10000
M4_bayesian_reputation,provider_profit,50.41797651685764,22.98646397049044,18.510146985273938,105.07616798870349,10000
M4_bayesian_reputation,community_material_social_utility,-8.053976516857652,19.162725940497236,-48.488442016323035,19.543586965718166,10000
M4_bayesian_reputation,total_social_surplus,42.364,14.379401264241562,17.5,75.0,10000
M4_bayesian_reputation,provider_revenue_dispersion,7.6806740104126,4.440788414289366,1.7614952878637076,18.635727087668794,10000
M5_selective_recency,events,16.8822,5.7751414169558295,7.0,30.0,10000
M5_selective_recency,apparent_success,0.673375582797228,0.19397768134704454,0.2727272727272727,1.0,10000
M5_selective_recency,mean_price,4.610214767818855,1.4058975840922103,2.5164347738333452,7.645234085314785,10000
M5_selective_recency,price_success_difference,-3.036906032743648,3.8462714543048095,-11.964358924658914,2.054913113559482,9539
M5_selective_recency,provider_price_dispersion,1.3729622885080048,0.8059936938486125,0.20156753177403267,3.131430089289616,9998
M5_selective_recency,reputation_dispersion,0.1381941193173202,0.09641245672321547,0.0073524254678808175,0.32842079316767614,10000
M5_selective_recency,provider_revenue,77.16299011666402,33.91215011222326,26.132560587193577,157.77226037581912,10000
M5_selective_recency,community_expenditure,77.16299011666402,33.91215011222326,26.132560587193577,157.77226037581912,10000
M5_selective_recency,provider_resource_cost,8.4411,2.8875707084779147,3.5,15.0,10000
M5_selective_recency,provider_profit,68.72189011666403,31.887124545113025,21.687500906066617,144.83576803219168,10000
M5_selective_recency,community_material_social_utility,-26.516390116664024,24.509275433134796,-83.27004765600871,7.2594612643028675,10000
M5_selective_recency,total_social_surplus,42.2055,14.437853542389574,17.5,75.0,10000
M5_selective_recency,provider_revenue_dispersion,11.494024186934375,6.710733390781088,2.498261163172594,27.974264834094246,10000
